SampleIndex,StartCandleIndex,StartCandleId,TradeIndex,Loss,MAE,MSE,BuyProfitPercent,BuyOrderDuration,BuyOrderForcedClose,BuyOrderTradesCount,SellProfitPercent,SellOrderDuration,SellOrderForcedClose,SellOrderTradesCount
45205,1114945,28649616,50112076,0.0090291174,0.0734543130,0.0090291174,0.0052603748,7200150000,true,10975,-0.0052603756,7198839000,true,2349
45206,1382584,28917265,93433193,0.1039042547,0.3005385399,0.1039042547,0.0200001170,4073483000,false,14101,-0.0192565810,4073473000,false,11930
45207,1776044,29310725,205481866,0.3391656578,0.4961439371,0.3391656578,0.0050595994,7198733042,true,17267,-0.0050595998,7202154584,true,20331
45208,1272216,28806896,76636162,0.0761061460,0.2569851279,0.0761061460,-0.0003127121,7199836000,true,1945,0.0004467802,7201121000,true,2633
45209,932718,28467279,37414450,0.0002713677,0.0119795017,0.0002713677,0.0043699849,7207167000,true,1773,-0.0033983731,7192483000,true,1567
45210,21378,27274820,829965,0.5271453857,0.7074007988,0.5271453857,0.0008909968,7195730000,true,2207,-0.0010651533,7205259000,true,2484
45211,1541754,29076435,127066643,0.0007307529,0.0236734282,0.0007307529,-0.0037133874,7195878985,true,12258,0.0040541360,7200951753,true,12801
45213,1316135,28850816,81664348,0.0027937735,0.0438091829,0.0027937735,0.0020153150,7200013000,true,16214,-0.0018181763,7189288000,true,7636
45214,1578171,29112852,136071314,0.0244030282,0.1449646503,0.0244030282,0.0038010160,7198885286,true,147543,-0.0037613041,7200237879,true,173676
45215,1212332,28747009,67821987,0.0125620076,0.1094841287,0.0125620076,0.0140823332,7200106000,true,34767,-0.0138007574,7198968000,false,28575
45216,1243780,28778459,73319311,0.0005923219,0.0186459739,0.0005923219,0.0031331756,7202613000,true,3453,-0.0029708390,7188815000,true,6115
45218,1110463,28645133,49710595,0.0160009842,0.1264767051,0.0160009842,-0.0086426108,7201565000,true,11366,0.0092328235,7190155000,true,5263
45219,1579972,29114653,137830823,0.1448928267,0.3471562564,0.1448928267,0.0005421318,7198103173,true,34901,-0.0005421318,7200249353,true,54884
45220,1180257,28714932,63349556,0.0002413014,0.0127664311,0.0002413014,-0.0026865346,7200410000,true,6520,0.0028648692,7191008000,true,9930
45221,851005,28385379,34406850,0.0030090162,0.0474067293,0.0030090162,0.0045884035,7167817000,true,850,-0.0044657431,7205862000,true,607
45222,1661820,29196501,176243086,0.1904298812,0.4283372164,0.1904298812,0.0071088519,7198340250,true,24649,-0.0070215642,7200791128,true,15650
45223,1564998,29099679,131861788,0.0142190177,0.1013054475,0.0142190177,-0.0019032972,7195968495,true,11148,0.0018751714,7200390406,true,13039
45224,366823,27621298,15843729,0.0324360430,0.1800818890,0.0324360430,0.0200158076,2146487000,false,5670,-0.0192925075,2146044000,false,6171
45225,1011054,28545667,42840447,0.1255407631,0.3221978545,0.1255407631,0.0139541868,7199327000,true,5805,-0.0127726546,7200107000,true,5153
45226,422863,27677339,22201529,0.0062744240,0.0570577867,0.0062744240,-0.0112869149,7198620000,false,12972,0.0114509110,7201266000,true,12749
45227,1544518,29079199,127674137,0.0005709062,0.0220864788,0.0005709062,0.0088242652,7202035478,true,10400,-0.0087239928,7190900157,true,7881
45228,124903,27378680,3911103,0.0064126654,0.0798837841,0.0064126654,-0.0177693939,1699895000,false,780,0.0202222256,1700005000,false,857
45229,1767604,29302285,203137813,0.0262139365,0.1562896967,0.0262139365,-0.0032516653,7200858597,true,21098,0.0033892333,7197210638,true,24569
45230,410849,27665325,20638255,0.0036444208,0.0557981059,0.0036444208,0.0141199894,7201061000,true,5222,-0.0136756516,7192767000,false,5302
45232,1560016,29094697,130887490,0.0494192541,0.2214780450,0.0494192541,0.0007162377,7200792090,true,3655,-0.0007162377,7191928648,true,4106
45234,1673497,29208178,180382449,0.0529770851,0.2287336886,0.0529770851,-0.0100121636,7195388777,false,34761,0.0091992187,7200724365,true,37796
45239,470930,27725406,27910581,0.3877245188,0.5754948258,0.3877245188,-0.0032401212,7199982000,true,8056,0.0034007213,7200950000,true,7893
45241,213248,27467356,6567633,0.5677353144,0.6795300841,0.5677353144,-0.0097407320,7200868000,true,2356,0.0096964660,7199874000,true,3143
45242,447186,27701662,25122225,0.0161731169,0.1037208438,0.0161731169,-0.0020236409,7196412000,true,3569,0.0021167637,7206157000,true,4473
45243,225259,27479377,7035209,0.0002110952,0.0144664422,0.0002110952,-0.0194771564,5790886000,false,4052,0.0200047046,5791481000,false,4435
45245,280103,27534497,9109558,0.0179026499,0.1332370639,0.0179026499,-0.0021747053,7200459000,true,2375,0.0021055187,7199891000,true,2532
45246,856073,28390463,34483784,0.0099191610,0.0834828317,0.0099191610,-0.0013006933,7200752000,true,787,0.0013006936,7188570000,true,460
45247,808207,28341656,33615208,0.4337664843,0.6584568024,0.4337664843,-0.0007277355,7197707000,true,658,0.0005754685,7218747000,true,1007
45248,1746114,29280795,197028350,0.0002624592,0.0116879428,0.0002624592,0.0010645073,7198153398,true,24579,-0.0010645074,7201452324,true,20196
45249,1630539,29165220,165524792,0.0393758304,0.1677231193,0.0393758304,0.0048039192,7193876268,true,25914,-0.0047270013,7200806651,true,20649
45250,1526260,29060941,121734869,0.0165069494,0.1235651374,0.0165069494,-0.0057986898,7199560936,true,15228,0.0057827150,7200231781,true,11052
45251,911345,28445857,36537932,0.0004863825,0.0216079857,0.0004863825,0.0013395423,7241988000,true,1813,-0.0009710589,7189901000,true,1353
45252,1100653,28635321,48643759,0.0240945276,0.1531624198,0.0240945276,0.0020471129,7195166000,true,3151,-0.0018830477,7204601000,true,3528
45253,945516,28480089,37897553,0.3060295284,0.4634968936,0.3060295284,0.0007223630,7200418000,true,1113,-0.0007223631,7171397000,true,874
45254,1096232,28630900,48370891,0.2442998439,0.4273750186,0.2442998439,0.0005950049,7203412000,true,3302,-0.0004390916,7189517000,true,1376
45255,261994,27516315,8408224,0.1304519325,0.3395427465,0.1304519325,-0.0076154940,7218451000,true,3433,0.0072052489,7199729000,true,3384
45257,1122089,28656761,50753966,0.0861963406,0.2565344274,0.0861963406,-0.0085202785,7200494000,true,6381,0.0086474331,7190628000,true,4336
45258,1585719,29120400,143970954,0.0128173577,0.0829284266,0.0128173577,-0.0043867387,7200172731,true,91012,0.0047327401,7199550073,true,107569
45259,416452,27670928,21327466,0.0007419982,0.0252208337,0.0007419982,0.0038756271,7198017000,true,7055,-0.0037786218,7200991000,true,7617
45260,1493386,29028067,115808199,0.0000444144,0.0058258693,0.0000444144,-0.0100376137,2461168333,false,10380,-0.0101509106,2461168333,false,9781
45261,770110,28301809,33021961,0.0072878869,0.0652419329,0.0072878869,-0.0175263021,5249919000,false,1489,0.0202016689,5254059000,false,1026
45262,1023851,28558469,43877631,0.0282234438,0.1425711960,0.0282234438,0.0040055779,7200186000,true,4880,-0.0033261460,7199264000,true,4536
45263,304361,27558769,11075244,0.0023289577,0.0447928384,0.0023289577,-0.0061147642,7201194000,true,2457,0.0063762287,7194737000,true,2668
45264,1062539,28597178,46084174,0.0059785037,0.0622457713,0.0059785037,0.0027242872,7207836000,true,1527,-0.0029361653,7175267000,true,3440
45265,50888,27304347,1920820,0.0272081606,0.1638186723,0.0272081606,0.0074574920,7198522000,true,2366,-0.0076073105,7201084000,true,2015
45268,289236,27543630,10237618,0.0611896850,0.2186257243,0.0611896850,-0.0016484335,7198836000,true,1871,0.0015601040,7201626000,true,2223
45271,470403,27724879,27853060,0.0063113412,0.0585695170,0.0063113412,-0.0097106562,7200761000,true,4151,0.0101250137,7189091000,true,5216
45272,37593,27291043,1521411,0.0000027688,0.0014479345,0.0000027688,-0.0012597943,7183473000,true,1074,0.0002157135,7212458000,true,987
45273,55544,27309013,2055089,0.1247597635,0.3365632594,0.1247597635,-0.0184750466,6399603000,false,1615,0.0201456473,6399643000,false,2441
45274,41885,27295335,1655415,0.0140963607,0.0865001678,0.0140963607,-0.0008606866,7203917000,true,1572,0.0008986607,7194807000,true,1869
45275,1488972,29023653,114304424,0.0537291765,0.1647381335,0.0537291765,0.0040303075,7199912254,true,9208,-0.0040303080,7200965409,true,9217
45277,1413475,28948156,96834807,0.0020505851,0.0427851193,0.0020505851,-0.0010662181,7200176337,true,6594,0.0010662182,7198943799,true,5248
45278,1391659,28926340,94357767,0.0256257001,0.1296560317,0.0256257001,-0.0195192634,1242614000,false,2052,0.0200007040,1243060000,false,4913
45279,453887,27708363,25742599,0.0004287760,0.0187889505,0.0004287760,-0.0100063294,7199614000,false,7661,0.0057696651,7200361000,true,9189
45281,1428488,28963169,100243376,0.0039747544,0.0613213889,0.0039747544,0.0019773098,7198877952,true,3924,-0.0019773099,7200066384,true,2268
45283,1498488,29033169,117156939,0.0001359157,0.0099310922,0.0001359157,0.0027539299,7202748810,true,5798,-0.0025623416,7199314584,true,4186
45287,1488542,29023223,114242473,0.0052335104,0.0713575855,0.0052335104,0.0068058034,7197213843,true,7563,-0.0067642813,7201194730,true,8281
45288,1534921,29069602,124912804,0.0187742263,0.1368129700,0.0187742263,-0.0102045017,7200013927,true,16436,0.0101501403,7199989954,true,19836
45289,1624940,29159621,163089113,0.2938894629,0.4106960297,0.2938894629,0.0006683710,7198374018,true,24480,-0.0004106240,7200615458,true,21114
45290,1433381,28968062,101002341,0.0518812090,0.1828046143,0.0518812090,-0.0100334950,7196855554,false,11244,0.0105915936,7200160719,true,14773
45291,1594020,29128701,149436715,0.0118879331,0.0927081257,0.0118879331,-0.0009452326,7200586706,true,13997,0.0009451378,7198525047,true,13191
45292,1513477,29048158,119331902,0.0152694266,0.1089997813,0.0152694266,0.0016497021,7200331117,true,10213,-0.0016785441,7199678729,true,8934
45293,1669370,29204051,179485273,0.1116579622,0.3284800351,0.1116579622,0.0041817626,7200674585,true,23209,-0.0038848054,7199969659,true,21467
45296,64360,27317833,2493355,0.2596889138,0.4768847227,0.2596889138,0.0200755463,4312223000,false,1379,-0.0197146468,4312119000,false,1328
45298,1196171,28730846,65709238,0.0013244584,0.0361954309,0.0013244584,0.0004494655,7176271000,true,1600,-0.0003132635,7204803000,true,1723
45299,1266753,28801433,76281367,0.0009324371,0.0245487019,0.0009324371,0.0028185131,7200539000,true,1605,-0.0027137149,7193284000,true,1386
45300,1766182,29300863,202567290,0.3363897502,0.5538852811,0.3363897502,-0.0014334400,7201464096,true,15650,0.0014877293,7192387510,true,9463
45301,1285849,28820529,77881566,0.0316892117,0.1754454225,0.0316892117,0.0000600366,7190159000,true,3253,0.0002073868,7206857000,true,7968
45302,489333,27980355,29713978,0.3231912255,0.5655809641,0.3231912255,-0.0112697952,7148019000,false,1119,-0.0012580004,7205894000,true,615
45303,453899,27708375,25743585,0.0000918251,0.0085117286,0.0000918251,-0.0100429951,7192312000,false,7768,0.0048850743,7200192000,true,9127
45304,190683,27444698,5846353,0.0739778802,0.2695987821,0.0739778802,0.0059293152,7194935000,true,2180,-0.0056015526,7217384000,true,2105
45305,1650914,29185595,173770609,0.1485865414,0.3853504658,0.1485865414,-0.0000374595,7200261053,true,6893,0.0000745434,7197497714,true,7475
45306,306217,27560626,11214090,0.0022269972,0.0411864221,0.0022269972,0.0057061829,7201562000,true,4090,-0.0100054424,7198339000,false,4073
45308,1394662,28929343,94624517,0.5135419965,0.7065222859,0.5135419965,0.0056397602,7209078977,true,8689,-0.0057054994,7186198224,true,5254
45309,1796456,29331137,213885261,0.3709559143,0.5993129611,0.3709559143,0.0042569110,7200986527,true,29640,-0.0042791337,7192524194,true,25633
45310,1131939,28666612,51671907,0.0188465510,0.1368156374,0.0188465510,0.0040929808,7198059000,true,14377,-0.0041264268,7202412000,true,9072
45311,951310,28485888,38408252,0.0002860061,0.0145552000,0.0002860061,-0.0057863119,7205788000,true,4429,0.0056723168,7192831000,true,4826
45313,1393238,28927919,94532465,0.7549366355,0.8655296564,0.7549366355,0.0045245838,7206917927,true,4535,-0.0102972522,7198309360,false,3314
45314,1320166,28854847,82274660,0.0061121401,0.0724886656,0.0061121401,0.0027171691,7201971000,true,9533,-0.0027250733,7196829000,true,9955
45315,381387,27635862,17654004,0.2529856563,0.4632141590,0.2529856563,-0.0191478112,6618695000,false,6045,0.0200016580,6618769000,false,8262
45317,932011,28466572,37371139,0.0939005241,0.3064193726,0.0939005241,-0.0060208570,7200137000,true,8715,0.0062468798,7198693000,true,8665
45318,1182960,28717635,63823323,0.6999045610,0.6416729093,0.6999045610,0.0007098350,7186648000,true,6122,-0.0005432815,7219437000,true,4456
45320,287031,27541425,10111616,0.0000732653,0.0062502120,0.0000732653,-0.0103162162,7186613000,false,2329,0.0048017328,7202803000,true,3273
45321,1297480,28832160,79074698,0.0420494787,0.1465933621,0.0420494787,-0.0004318773,7202936000,true,5160,0.0004582823,7181841000,true,3867
45322,1506861,29041542,118495002,0.0441120490,0.1969433576,0.0441120490,-0.0045026210,7198979165,true,5696,0.0045026215,7200266353,true,6222
45323,127599,27381376,4040237,0.0047885785,0.0647292584,0.0047885785,0.0096168258,7197142000,true,844,-0.0089246216,7200000000,true,1572
45324,1174284,28708959,61521592,0.2086476088,0.4565086365,0.2086476088,0.0044441543,7199194000,true,10727,-0.0043213093,7202027000,true,9207
45325,1365374,28900055,91001062,0.0458319448,0.1818560958,0.0458319448,0.0077409356,7200611000,true,22553,-0.0100739375,7199396000,false,20924
45326,1701806,29236487,187283043,0.0225768965,0.1104682088,0.0225768965,0.0009530203,7183049370,true,5330,-0.0007922954,7200767130,true,3439
45328,224576,27478694,6993638,0.0251223482,0.1500352919,0.0251223482,-0.0118991137,7203250000,true,5948,0.0117133961,7192191000,true,5734
45329,20567,27274009,793307,0.0051939595,0.0539267883,0.0051939595,-0.0077465710,7200390000,true,3705,0.0081469260,7188920000,true,4642
45330,110780,27364495,3601576,0.0029449698,0.0428305119,0.0029449698,-0.0001624317,7200492000,true,987,-0.0104211711,7198467000,false,687
45331,896045,28430541,35832802,0.0088635357,0.0941370130,0.0088635357,-0.0049102951,7196294000,true,1288,0.0049102963,7205362000,true,1217
45333,1303711,28838391,79828952,0.0350651182,0.1550954878,0.0350651182,0.0046509526,7199787000,true,12428,-0.0045234825,7202647000,true,13722
45334,1688809,29223490,184600319,0.0028997066,0.0506719127,0.0028997066,-0.0020228050,7201673820,true,20665,0.0023245716,7189875469,true,25755
45335,1439568,28974249,101765124,0.0009525061,0.0303432196,0.0009525061,0.0060767781,7185400504,true,8338,-0.0059962179,7202375697,true,8309
45336,44650,27298101,1736377,0.0007950065,0.0209245626,0.0007950065,-0.0005451029,7200200000,true,1475,0.0016782728,7192866000,true,1463
45337,1501398,29036079,117469220,0.0000793243,0.0088949930,0.0000793243,0.0078477631,7199527750,true,5445,-0.0070483449,7200884377,true,3270
45338,1087407,28622068,47778350,0.1503235847,0.2919748724,0.1503235847,0.0009778062,7197525000,true,2092,-0.0009778064,7206383000,true,7037
45339,316560,27570997,11813762,0.0273722894,0.1560333073,0.0273722894,0.0003071082,7204408000,true,3439,0.0006175872,7184645000,true,3339
45340,1573702,29108383,133544741,0.0345643237,0.1652614325,0.0345643237,-0.0030913307,7203559103,true,7009,0.0030913310,7198718182,true,9622
45342,1254865,28789545,74660948,0.2283801734,0.4332625866,0.2283801734,0.0013823421,7198101000,true,3311,-0.0009458923,7200302000,true,4150
45344,220377,27474490,6830567,0.0350519121,0.1861467212,0.0350519121,0.0017804545,7200269000,true,2342,-0.0016935298,7167089000,true,3011
45345,253335,27507621,8082487,0.0757049471,0.2722070217,0.0757049471,0.0025223231,7195982000,true,2637,-0.0023868420,7210394000,true,2687
45346,1143201,28677874,53737206,0.0309525132,0.1755272895,0.0309525132,0.0010039546,7200559000,true,8192,-0.0009425145,7193277000,true,8618
