
> fancy-strategy@1.0.0 ai:train
> UV_THREADPOOL_SIZE=16 node src/ai/train.js binance_ethusdc

Reading 10281524040 bytes into memory...
Read progress: 524288000/10281524040 (5.1%)
Read progress: 1048576000/10281524040 (10.2%)
Read progress: 1572864000/10281524040 (15.3%)
Read progress: 2097152000/10281524040 (20.4%)
Read progress: 2621440000/10281524040 (25.5%)
Read progress: 3145728000/10281524040 (30.6%)
Read progress: 3670016000/10281524040 (35.7%)
Read progress: 4194304000/10281524040 (40.8%)
Read progress: 4718592000/10281524040 (45.9%)
Read progress: 5242880000/10281524040 (51.0%)
Read progress: 5767168000/10281524040 (56.1%)
Read progress: 6291456000/10281524040 (61.2%)
Read progress: 6815744000/10281524040 (66.3%)
Read progress: 7340032000/10281524040 (71.4%)
Read progress: 7864320000/10281524040 (76.5%)
Read progress: 8388608000/10281524040 (81.6%)
Read progress: 8912896000/10281524040 (86.7%)
Read progress: 9437184000/10281524040 (91.8%)
Read progress: 9961472000/10281524040 (96.9%)
Read progress: 10281524040/10281524040 (100.0%)
Successfully read all 10281524040 bytes
First 16 bytes: c770c000000000c048859a645ecf0500
Middle 16 bytes: 0acf98405eba490c022bef3f8e1ebfb7
Failed to load model from /Users/shiretu/work/crypto/models/binance_ethusdc/tf/model.json: Error: Path /Users/shiretu/work/crypto/models/binance_ethusdc/tf/model.json does not exist: loading failed. Creating a new one.
Sample 054473 | idx 1749403 | Trade 242651734 | Candle 029334865 | Loss 0.044155 | MAE 0.179018 | MSE 0.044155 | Buy -0.0197/53 | Sell 0.0200/53 | TradesCount 73801
Sample 054474 | idx 1444747 | Trade 082792777 | Candle 029030209 | Loss 0.000991 | MAE 0.023521 | MSE 0.000991 | Buy -0.0047/119 | Sell 0.0047/120 | TradesCount 259495
Sample 054475 | idx 1680885 | Trade 215410569 | Candle 029266347 | Loss 0.000480 | MAE 0.019408 | MSE 0.000480 | Buy 0.0006/120 | Sell -0.0005/119 | TradesCount 49088
Sample 054476 | idx  308915 | Trade 007702506 | Candle 027583742 | Loss 0.008480 | MAE 0.082432 | MSE 0.008480 | Buy -0.0192/94 | Sell 0.0201/94 | TradesCount 16411
Sample 054477 | idx    2267 | Trade 000060314 | Candle 027258613 | Loss 0.089764 | MAE 0.241116 | MSE 0.089764 | Buy -0.0100/119 | Sell 0.0086/120 | TradesCount 8145
Sample 054479 | idx 1369138 | Trade 060203066 | Candle 028954596 | Loss 0.068151 | MAE 0.230241 | MSE 0.068151 | Buy 0.0200/100 | Sell -0.0200/100 | TradesCount 88598
Sample 054482 | idx 1455041 | Trade 090403351 | Candle 029040503 | Loss 0.002049 | MAE 0.043759 | MSE 0.002049 | Buy -0.0029/119 | Sell 0.0029/120 | TradesCount 137141
Sample 054484 | idx  451449 | Trade 016144371 | Candle 027726449 | Loss 0.320689 | MAE 0.565942 | MSE 0.320689 | Buy -0.0101/119 | Sell 0.0047/120 | TradesCount 13441
Sample 054485 | idx 1238963 | Trade 042931406 | Candle 028824394 | Loss 0.000196 | MAE 0.013050 | MSE 0.000196 | Buy -0.0055/119 | Sell 0.0054/120 | TradesCount 24922
Sample 054486 | idx 1269994 | Trade 046517973 | Candle 028855448 | Loss 0.005078 | MAE 0.056061 | MSE 0.005078 | Buy 0.0200/35 | Sell -0.0188/35 | TradesCount 89340
Sample 054487 | idx 1381173 | Trade 062272353 | Candle 028966632 | Loss 0.205662 | MAE 0.451555 | MSE 0.205662 | Buy 0.0200/24 | Sell -0.0191/24 | TradesCount 27788
Sample 054488 | idx 1712706 | Trade 226464174 | Candle 029298168 | Loss 0.000154 | MAE 0.011820 | MSE 0.000154 | Buy 0.0088/119 | Sell -0.0088/120 | TradesCount 67359
Sample 054489 | idx  399935 | Trade 013720670 | Candle 027674808 | Loss 0.216887 | MAE 0.434749 | MSE 0.216887 | Buy 0.0067/119 | Sell -0.0067/120 | TradesCount 14455
Sample 054490 | idx  748124 | Trade 019457179 | Candle 028325569 | Loss 0.377281 | MAE 0.509284 | MSE 0.377281 | Buy -0.0104/21 | Sell -0.0101/21 | TradesCount 15965
Sample 054493 | idx 1128904 | Trade 034711914 | Candle 028714152 | Loss 0.012929 | MAE 0.107693 | MSE 0.012929 | Buy -0.0188/24 | Sell 0.0201/24 | TradesCount 90873
Sample 054495 | idx 1399883 | Trade 065695230 | Candle 028985342 | Loss 0.040484 | MAE 0.190806 | MSE 0.040484 | Buy -0.0190/57 | Sell 0.0200/57 | TradesCount 13241
Sample 054499 | idx 1383999 | Trade 062511479 | Candle 028969458 | Loss 0.067332 | MAE 0.251983 | MSE 0.067332 | Buy -0.0100/28 | Sell -0.0101/28 | TradesCount 46296
Sample 054500 | idx 1511253 | Trade 137420194 | Candle 029096715 | Loss 0.004477 | MAE 0.065615 | MSE 0.004477 | Buy 0.0083/120 | Sell -0.0100/119 | TradesCount 185111
Sample 054501 | idx  392932 | Trade 013300155 | Candle 027667802 | Loss 0.262578 | MAE 0.504854 | MSE 0.262578 | Buy -0.0019/119 | Sell 0.0024/120 | TradesCount 7467
Sample 054504 | idx 1482753 | Trade 110796865 | Candle 029068215 | Loss 0.009139 | MAE 0.074000 | MSE 0.009139 | Buy 0.0110/120 | Sell -0.0110/119 | TradesCount 200878
Sample 054505 | idx  450300 | Trade 016075141 | Candle 027725300 | Loss 0.097526 | MAE 0.291673 | MSE 0.097526 | Buy -0.0188/69 | Sell 0.0202/69 | TradesCount 11319
Sample 054506 | idx 1238804 | Trade 042915856 | Candle 028824235 | Loss 0.397023 | MAE 0.511177 | MSE 0.397023 | Buy 0.0019/119 | Sell -0.0014/120 | TradesCount 25873
Sample 054510 | idx 1329474 | Trade 056091031 | Candle 028914929 | Loss 0.364303 | MAE 0.573694 | MSE 0.364303 | Buy -0.0176/120 | Sell 0.0176/119 | TradesCount 33804
Sample 054511 | idx 1752915 | Trade 246549378 | Candle 029338377 | Loss 0.001575 | MAE 0.034858 | MSE 0.001575 | Buy 0.0052/119 | Sell -0.0050/120 | TradesCount 156814
Sample 054512 | idx 1672011 | Trade 209550550 | Candle 029257473 | Loss 0.051042 | MAE 0.223766 | MSE 0.051042 | Buy 0.0068/120 | Sell -0.0068/119 | TradesCount 140870
Sample 054513 | idx 1478206 | Trade 105587082 | Candle 029063668 | Loss 0.018373 | MAE 0.105587 | MSE 0.018373 | Buy 0.0010/120 | Sell -0.0010/119 | TradesCount 70607
Sample 054514 | idx 1331013 | Trade 056381308 | Candle 028916468 | Loss 0.000417 | MAE 0.019830 | MSE 0.000417 | Buy -0.0066/120 | Sell 0.0063/119 | TradesCount 35166
Sample 054515 | idx  381416 | Trade 012687334 | Candle 027656277 | Loss 0.120479 | MAE 0.310099 | MSE 0.120479 | Buy -0.0100/94 | Sell -0.0108/94 | TradesCount 10720
Sample 054516 | idx  240267 | Trade 004418616 | Candle 027514879 | Loss 0.056598 | MAE 0.237831 | MSE 0.056598 | Buy 0.0152/119 | Sell -0.0147/120 | TradesCount 10886
Sample 054519 | idx  308093 | Trade 007627239 | Candle 027582920 | Loss 0.080652 | MAE 0.282417 | MSE 0.080652 | Buy -0.0069/120 | Sell 0.0069/119 | TradesCount 10984
Sample 054520 | idx  926916 | Trade 022614392 | Candle 028510205 | Loss 0.012159 | MAE 0.105499 | MSE 0.012159 | Buy -0.0187/88 | Sell 0.0200/88 | TradesCount 9542
Sample 054521 | idx 1576168 | Trade 166980928 | Candle 029161630 | Loss 0.031191 | MAE 0.169788 | MSE 0.031191 | Buy -0.0108/119 | Sell 0.0042/120 | TradesCount 60334
Sample 054523 | idx  903910 | Trade 021967964 | Candle 028486943 | Loss 0.018885 | MAE 0.137204 | MSE 0.018885 | Buy -0.0108/119 | Sell -0.0028/120 | TradesCount 8996
Sample 054526 | idx 1139599 | Trade 035858557 | Candle 028724852 | Loss 0.090561 | MAE 0.286731 | MSE 0.090561 | Buy 0.0001/119 | Sell -0.0004/120 | TradesCount 11910
Sample 054528 | idx  852529 | Trade 021208929 | Candle 028433730 | Loss 0.976918 | MAE 0.988390 | MSE 0.976918 | Buy 0.0067/120 | Sell -0.0101/119 | TradesCount 4911
Sample 054531 | idx 1517042 | Trade 141897264 | Candle 029102504 | Loss 0.014494 | MAE 0.095725 | MSE 0.014494 | Buy -0.0075/120 | Sell 0.0075/119 | TradesCount 145215
Sample 054533 | idx 1315969 | Trade 053974557 | Candle 028901423 | Loss 0.018589 | MAE 0.117507 | MSE 0.018589 | Buy -0.0100/109 | Sell -0.0101/109 | TradesCount 18146
Sample 054536 | idx 1351474 | Trade 057841030 | Candle 028936930 | Loss 0.001746 | MAE 0.037038 | MSE 0.001746 | Buy 0.0004/119 | Sell -0.0002/120 | TradesCount 6745
Sample 054538 | idx 1401104 | Trade 065850562 | Candle 028986563 | Loss 0.096079 | MAE 0.228304 | MSE 0.096079 | Buy 0.0054/119 | Sell -0.0054/120 | TradesCount 25253
Sample 054539 | idx 1529717 | Trade 152447684 | Candle 029115179 | Loss 0.000816 | MAE 0.027482 | MSE 0.000816 | Buy 0.0123/119 | Sell -0.0122/120 | TradesCount 142991
Sample 054544 | idx 1628917 | Trade 183343526 | Candle 029214379 | Loss 0.114654 | MAE 0.337114 | MSE 0.114654 | Buy -0.0100/119 | Sell 0.0028/120 | TradesCount 143180
Sample 054545 | idx 1552586 | Trade 159473696 | Candle 029138048 | Loss 0.055941 | MAE 0.236352 | MSE 0.055941 | Buy 0.0019/120 | Sell -0.0102/119 | TradesCount 40965
Sample 054546 | idx 1423567 | Trade 068540639 | Candle 029009029 | Loss 0.002913 | MAE 0.053830 | MSE 0.002913 | Buy -0.0101/119 | Sell 0.0094/120 | TradesCount 19072
Sample 054547 | idx 1655981 | Trade 200285138 | Candle 029241443 | Loss 0.137973 | MAE 0.371447 | MSE 0.137973 | Buy 0.0098/120 | Sell -0.0100/119 | TradesCount 133719
Sample 054549 | idx  269123 | Trade 005811769 | Candle 027543849 | Loss 0.372302 | MAE 0.597913 | MSE 0.372302 | Buy 0.0200/75 | Sell -0.0195/75 | TradesCount 5596
Sample 054550 | idx 1434247 | Trade 071498668 | Candle 029019709 | Loss 0.380708 | MAE 0.466721 | MSE 0.380708 | Buy -0.0100/119 | Sell -0.0016/120 | TradesCount 68373
Sample 054551 | idx  959359 | Trade 023438752 | Candle 028543039 | Loss 0.026834 | MAE 0.118340 | MSE 0.026834 | Buy 0.0104/119 | Sell -0.0098/120 | TradesCount 7465
Sample 054552 | idx 1533098 | Trade 153528993 | Candle 029118560 | Loss 0.013761 | MAE 0.116507 | MSE 0.013761 | Buy 0.0102/120 | Sell -0.0101/119 | TradesCount 38677
Sample 054553 | idx 1662316 | Trade 203407691 | Candle 029247778 | Loss 0.009254 | MAE 0.094647 | MSE 0.009254 | Buy 0.0032/120 | Sell -0.0032/119 | TradesCount 146941
Sample 054555 | idx 1388045 | Trade 062927344 | Candle 028973504 | Loss 0.126295 | MAE 0.355279 | MSE 0.126295 | Buy 0.0091/119 | Sell -0.0091/120 | TradesCount 12956
Sample 054557 | idx  378962 | Trade 012573075 | Candle 027653822 | Loss 0.005568 | MAE 0.065653 | MSE 0.005568 | Buy -0.0014/120 | Sell 0.0012/119 | TradesCount 7792
Sample 054558 | idx  200667 | Trade 003357608 | Candle 027474743 | Loss 0.075197 | MAE 0.270934 | MSE 0.075197 | Buy -0.0122/120 | Sell 0.0119/119 | TradesCount 9024
Sample 054560 | idx 1248093 | Trade 043620893 | Candle 028833531 | Loss 0.100334 | MAE 0.303101 | MSE 0.100334 | Buy 0.0044/120 | Sell -0.0042/119 | TradesCount 6107
Sample 054561 | idx 1252217 | Trade 043962153 | Candle 028837657 | Loss 0.021921 | MAE 0.141019 | MSE 0.021921 | Buy 0.0005/119 | Sell -0.0005/120 | TradesCount 16286
Sample 054562 | idx 1585102 | Trade 170262694 | Candle 029170564 | Loss 0.033528 | MAE 0.150934 | MSE 0.033528 | Buy -0.0105/119 | Sell 0.0108/120 | TradesCount 67609
Sample 054565 | idx 1104655 | Trade 031643168 | Candle 028689885 | Loss 0.826165 | MAE 0.878820 | MSE 0.826165 | Buy 0.0011/119 | Sell -0.0011/120 | TradesCount 112979
Sample 054566 | idx 1122315 | Trade 033622415 | Candle 028707562 | Loss 0.038927 | MAE 0.173678 | MSE 0.038927 | Buy -0.0023/119 | Sell 0.0027/120 | TradesCount 34816
Sample 054567 | idx  997177 | Trade 024566325 | Candle 028580992 | Loss 0.000461 | MAE 0.019249 | MSE 0.000461 | Buy -0.0037/120 | Sell 0.0042/119 | TradesCount 5065
Sample 054568 | idx  431969 | Trade 015286847 | Candle 027706911 | Loss 0.003195 | MAE 0.040718 | MSE 0.003195 | Buy -0.0194/38 | Sell 0.0200/38 | TradesCount 11642
Sample 054572 | idx 1501210 | Trade 128905246 | Candle 029086672 | Loss 0.007043 | MAE 0.083894 | MSE 0.007043 | Buy 0.0043/119 | Sell -0.0040/120 | TradesCount 146022
Sample 054574 | idx 1739520 | Trade 238469899 | Candle 029324982 | Loss 0.552278 | MAE 0.731443 | MSE 0.552278 | Buy -0.0100/119 | Sell -0.0045/120 | TradesCount 222072
Sample 054576 | idx  423527 | Trade 014984089 | Candle 027698421 | Loss 0.014516 | MAE 0.120014 | MSE 0.014516 | Buy -0.0003/119 | Sell 0.0005/120 | TradesCount 12849
Sample 054577 | idx 1426690 | Trade 069449961 | Candle 029012152 | Loss 0.007281 | MAE 0.066971 | MSE 0.007281 | Buy -0.0100/118 | Sell -0.0101/118 | TradesCount 65835
Sample 054579 | idx  221184 | Trade 003927120 | Candle 027495479 | Loss 0.019569 | MAE 0.121210 | MSE 0.019569 | Buy 0.0023/120 | Sell -0.0027/119 | TradesCount 5107
Sample 054580 | idx  284424 | Trade 006432523 | Candle 027559192 | Loss 0.028518 | MAE 0.165663 | MSE 0.028518 | Buy -0.0185/99 | Sell 0.0200/99 | TradesCount 25816
Sample 054581 | idx 1002645 | Trade 024709675 | Candle 028586487 | Loss 0.183728 | MAE 0.371873 | MSE 0.183728 | Buy 0.0068/120 | Sell -0.0104/119 | TradesCount 6210
Sample 054583 | idx  443648 | Trade 015788965 | Candle 027718616 | Loss 0.002668 | MAE 0.050439 | MSE 0.002668 | Buy 0.0005/120 | Sell -0.0002/119 | TradesCount 7007
Sample 054585 | idx 1477330 | Trade 104960920 | Candle 029062792 | Loss 0.042843 | MAE 0.191959 | MSE 0.042843 | Buy -0.0100/119 | Sell 0.0039/120 | TradesCount 437117
Sample 054586 | idx 1333541 | Trade 056594967 | Candle 028918996 | Loss 0.148971 | MAE 0.348025 | MSE 0.148971 | Buy 0.0004/119 | Sell 0.0002/120 | TradesCount 14323
Sample 054588 | idx 1407669 | Trade 066480739 | Candle 028993129 | Loss 0.018075 | MAE 0.131510 | MSE 0.018075 | Buy -0.0053/120 | Sell 0.0053/119 | TradesCount 5272
Sample 054589 | idx 1474040 | Trade 101320086 | Candle 029059502 | Loss 0.018737 | MAE 0.133723 | MSE 0.018737 | Buy 0.0023/119 | Sell -0.0022/120 | TradesCount 165997
Sample 054590 | idx 1020985 | Trade 025487192 | Candle 028605084 | Loss 0.156385 | MAE 0.369959 | MSE 0.156385 | Buy -0.0100/119 | Sell -0.0041/120 | TradesCount 25976
Sample 054591 | idx 1120741 | Trade 033472533 | Candle 028705988 | Loss 0.114551 | MAE 0.332358 | MSE 0.114551 | Buy -0.0009/120 | Sell 0.0009/119 | TradesCount 33249
Sample 054594 | idx 1435441 | Trade 071639831 | Candle 029020903 | Loss 0.010395 | MAE 0.101522 | MSE 0.010395 | Buy -0.0195/70 | Sell 0.0200/70 | TradesCount 23794
Sample 054595 | idx 1633910 | Trade 187548536 | Candle 029219372 | Loss 0.018206 | MAE 0.111670 | MSE 0.018206 | Buy 0.0163/119 | Sell -0.0163/120 | TradesCount 159300
Sample 054596 | idx  330727 | Trade 009541510 | Candle 027605557 | Loss 0.027633 | MAE 0.121638 | MSE 0.027633 | Buy 0.0166/119 | Sell -0.0171/120 | TradesCount 15480
Sample 054600 | idx 1670162 | Trade 208732456 | Candle 029255624 | Loss 0.018053 | MAE 0.118419 | MSE 0.018053 | Buy -0.0023/120 | Sell 0.0025/119 | TradesCount 126206
Sample 054604 | idx  422794 | Trade 014939290 | Candle 027697688 | Loss 0.011808 | MAE 0.101014 | MSE 0.011808 | Buy -0.0100/56 | Sell -0.0103/56 | TradesCount 14513
Sample 054607 | idx  345009 | Trade 010298765 | Candle 027619863 | Loss 0.039719 | MAE 0.176301 | MSE 0.039719 | Buy 0.0098/120 | Sell -0.0096/119 | TradesCount 18636
Sample 054608 | idx  933809 | Trade 022923448 | Candle 028517115 | Loss 0.022761 | MAE 0.111159 | MSE 0.022761 | Buy -0.0190/76 | Sell 0.0201/76 | TradesCount 9325
Sample 054609 | idx  201047 | Trade 003366234 | Candle 027475126 | Loss 0.002594 | MAE 0.050486 | MSE 0.002594 | Buy -0.0029/120 | Sell 0.0030/119 | TradesCount 4698
Sample 054610 | idx 1135209 | Trade 035598438 | Candle 028720457 | Loss 0.016438 | MAE 0.127252 | MSE 0.016438 | Buy -0.0107/119 | Sell 0.0015/120 | TradesCount 10083
Sample 054611 | idx  673219 | Trade 018499698 | Candle 028240561 | Loss 0.057648 | MAE 0.190154 | MSE 0.057648 | Buy -0.0009/119 | Sell 0.0009/120 | TradesCount 7051
Sample 054612 | idx 1437269 | Trade 072044491 | Candle 029022731 | Loss 0.198854 | MAE 0.425607 | MSE 0.198854 | Buy -0.0194/75 | Sell 0.0200/75 | TradesCount 69865
Sample 054614 | idx  312071 | Trade 008125613 | Candle 027586898 | Loss 0.076827 | MAE 0.276846 | MSE 0.076827 | Buy -0.0195/41 | Sell 0.0200/42 | TradesCount 20578
Sample 054617 | idx 1011015 | Trade 024914464 | Candle 028594930 | Loss 0.062154 | MAE 0.222742 | MSE 0.062154 | Buy 0.0062/120 | Sell -0.0067/119 | TradesCount 7760
Sample 054618 | idx 1352475 | Trade 058085449 | Candle 028937931 | Loss 0.022782 | MAE 0.146434 | MSE 0.022782 | Buy 0.0069/119 | Sell -0.0068/120 | TradesCount 99479
Sample 054619 | idx 1656895 | Trade 200511299 | Candle 029242357 | Loss 0.005801 | MAE 0.054205 | MSE 0.005801 | Buy 0.0200/116 | Sell -0.0193/116 | TradesCount 59711
Sample 054620 | idx  230833 | Trade 004152673 | Candle 027505344 | Loss 0.001192 | MAE 0.030075 | MSE 0.001192 | Buy -0.0048/119 | Sell 0.0050/120 | TradesCount 5702
Sample 054621 | idx 1395681 | Trade 065288835 | Candle 028981140 | Loss 0.275339 | MAE 0.524313 | MSE 0.275339 | Buy 0.0025/120 | Sell -0.0024/119 | TradesCount 40558
Sample 054623 | idx 1274895 | Trade 047916252 | Candle 028860349 | Loss 0.000467 | MAE 0.020739 | MSE 0.000467 | Buy 0.0113/120 | Sell -0.0105/119 | TradesCount 44849
Sample 054625 | idx  396704 | Trade 013546865 | Candle 027671574 | Loss 0.272261 | MAE 0.480243 | MSE 0.272261 | Buy 0.0040/119 | Sell -0.0041/120 | TradesCount 11380
Sample 054626 | idx  850913 | Trade 021160776 | Candle 028432090 | Loss 0.031484 | MAE 0.167790 | MSE 0.031484 | Buy 0.0011/120 | Sell -0.0002/119 | TradesCount 3835
Sample 054628 | idx  384269 | Trade 012888611 | Candle 027659130 | Loss 0.081980 | MAE 0.285986 | MSE 0.081980 | Buy -0.0191/113 | Sell 0.0200/113 | TradesCount 12978
Sample 054630 | idx 1615079 | Trade 177690447 | Candle 029200541 | Loss 0.001862 | MAE 0.032699 | MSE 0.001862 | Buy -0.0079/119 | Sell 0.0083/120 | TradesCount 75554
Sample 054633 | idx  346350 | Trade 010399641 | Candle 027621204 | Loss 0.051900 | MAE 0.169022 | MSE 0.051900 | Buy -0.0100/102 | Sell -0.0100/102 | TradesCount 16894
Sample 054635 | idx  930874 | Trade 022771067 | Candle 028514174 | Loss 0.047066 | MAE 0.174633 | MSE 0.047066 | Buy 0.0031/120 | Sell -0.0102/119 | TradesCount 12306
Sample 054639 | idx 1714850 | Trade 227201897 | Candle 029300312 | Loss 0.000748 | MAE 0.020546 | MSE 0.000748 | Buy 0.0062/120 | Sell -0.0062/119 | TradesCount 107326
Sample 054642 | idx  202917 | Trade 003416206 | Candle 027477009 | Loss 0.009724 | MAE 0.094876 | MSE 0.009724 | Buy 0.0058/119 | Sell -0.0056/120 | TradesCount 3207
Sample 054643 | idx 1461899 | Trade 094122765 | Candle 029047361 | Loss 0.052945 | MAE 0.228736 | MSE 0.052945 | Buy 0.0062/120 | Sell -0.0062/119 | TradesCount 116981
Sample 054650 | idx 1568792 | Trade 164609285 | Candle 029154254 | Loss 0.001318 | MAE 0.033899 | MSE 0.001318 | Buy 0.0010/119 | Sell -0.0010/120 | TradesCount 36688
Sample 054651 | idx 1596300 | Trade 173401037 | Candle 029181762 | Loss 0.001268 | MAE 0.028269 | MSE 0.001268 | Buy 0.0053/120 | Sell -0.0052/119 | TradesCount 61121
Sample 054652 | idx 1682499 | Trade 216433112 | Candle 029267961 | Loss 0.004022 | MAE 0.063134 | MSE 0.004022 | Buy -0.0100/119 | Sell 0.0099/120 | TradesCount 111182
Sample 054655 | idx 1447963 | Trade 085713147 | Candle 029033425 | Loss 0.012399 | MAE 0.084429 | MSE 0.012399 | Buy -0.0037/119 | Sell 0.0037/120 | TradesCount 90941
Sample 054656 | idx  199547 | Trade 003329140 | Candle 027473620 | Loss 0.000023 | MAE 0.004551 | MSE 0.000023 | Buy 0.0017/120 | Sell -0.0013/119 | TradesCount 11366
Sample 054658 | idx 1626370 | Trade 181763045 | Candle 029211832 | Loss 0.004576 | MAE 0.065855 | MSE 0.004576 | Buy 0.0086/120 | Sell -0.0100/119 | TradesCount 73962
Sample 054661 | idx 1407079 | Trade 066444977 | Candle 028992539 | Loss 0.195213 | MAE 0.383235 | MSE 0.195213 | Buy -0.0092/120 | Sell 0.0094/119 | TradesCount 28898
Sample 054663 | idx 1683031 | Trade 216738605 | Candle 029268493 | Loss 0.002853 | MAE 0.053135 | MSE 0.002853 | Buy 0.0083/120 | Sell -0.0102/119 | TradesCount 122749
Sample 054664 | idx 1692566 | Trade 220422456 | Candle 029278028 | Loss 0.000482 | MAE 0.021822 | MSE 0.000482 | Buy -0.0013/119 | Sell 0.0013/120 | TradesCount 107045
Sample 054665 | idx  366165 | Trade 011738323 | Candle 027641022 | Loss 0.013997 | MAE 0.117824 | MSE 0.013997 | Buy 0.0200/98 | Sell -0.0182/98 | TradesCount 12257
Sample 054666 | idx  260165 | Trade 005029901 | Candle 027534887 | Loss 0.082432 | MAE 0.283890 | MSE 0.082432 | Buy -0.0189/64 | Sell 0.0205/64 | TradesCount 12508
Sample 054667 | idx 1723231 | Trade 230561935 | Candle 029308693 | Loss 0.002062 | MAE 0.040926 | MSE 0.002062 | Buy 0.0079/119 | Sell -0.0079/120 | TradesCount 151159
Sample 054668 | idx 1637985 | Trade 190497181 | Candle 029223447 | Loss 0.003101 | MAE 0.052779 | MSE 0.003101 | Buy -0.0068/120 | Sell 0.0072/119 | TradesCount 272876
Sample 054669 | idx  119855 | Trade 002029459 | Candle 027385090 | Loss 0.014796 | MAE 0.114280 | MSE 0.014796 | Buy -0.0122/64 | Sell -0.0107/64 | TradesCount 4580
Sample 054671 | idx  350748 | Trade 010611756 | Candle 027625605 | Loss 0.086979 | MAE 0.288175 | MSE 0.086979 | Buy 0.0075/119 | Sell -0.0071/120 | TradesCount 14244
Sample 054672 | idx 1636779 | Trade 189463494 | Candle 029222241 | Loss 0.013301 | MAE 0.111313 | MSE 0.013301 | Buy -0.0034/120 | Sell 0.0037/119 | TradesCount 204861
Sample 054673 | idx  325033 | Trade 009262375 | Candle 027599860 | Loss 0.116205 | MAE 0.337210 | MSE 0.116205 | Buy 0.0123/119 | Sell -0.0124/120 | TradesCount 13296
Sample 054674 | idx 1465370 | Trade 095952169 | Candle 029050832 | Loss 0.008688 | MAE 0.086779 | MSE 0.008688 | Buy 0.0064/120 | Sell -0.0063/119 | TradesCount 73940
Sample 054675 | idx 1502189 | Trade 129565250 | Candle 029087651 | Loss 0.010607 | MAE 0.074916 | MSE 0.010607 | Buy 0.0001/120 | Sell -0.0001/119 | TradesCount 107579
Sample 054676 | idx  433577 | Trade 015385018 | Candle 027708520 | Loss 0.001370 | MAE 0.026643 | MSE 0.001370 | Buy 0.0127/120 | Sell -0.0120/119 | TradesCount 12264
Sample 054677 | idx  440655 | Trade 015650578 | Candle 027715620 | Loss 0.001132 | MAE 0.030575 | MSE 0.001132 | Buy -0.0101/119 | Sell 0.0050/120 | TradesCount 10801
Sample 054678 | idx 1499593 | Trade 128096332 | Candle 029085055 | Loss 0.000188 | MAE 0.010231 | MSE 0.000188 | Buy 0.0004/120 | Sell -0.0004/119 | TradesCount 80008
Sample 054681 | idx  399830 | Trade 013709920 | Candle 027674703 | Loss 0.035968 | MAE 0.178744 | MSE 0.035968 | Buy -0.0195/18 | Sell 0.0200/18 | TradesCount 8478
Sample 054682 | idx  935227 | Trade 022967251 | Candle 028518535 | Loss 0.036017 | MAE 0.158181 | MSE 0.036017 | Buy 0.0127/119 | Sell -0.0127/120 | TradesCount 11224
Sample 054683 | idx 1355747 | Trade 058529777 | Candle 028941203 | Loss 0.006442 | MAE 0.059675 | MSE 0.006442 | Buy 0.0070/120 | Sell -0.0067/119 | TradesCount 15837
Sample 054684 | idx 1211572 | Trade 041393343 | Candle 028796946 | Loss 0.000270 | MAE 0.013076 | MSE 0.000270 | Buy 0.0104/120 | Sell -0.0101/119 | TradesCount 14284
Sample 054685 | idx  354448 | Trade 010870457 | Candle 027629305 | Loss 0.000473 | MAE 0.018662 | MSE 0.000473 | Buy -0.0065/119 | Sell 0.0066/120 | TradesCount 11438
Sample 054686 | idx 1511579 | Trade 137644464 | Candle 029097041 | Loss 0.005464 | MAE 0.068378 | MSE 0.005464 | Buy 0.0049/120 | Sell -0.0100/119 | TradesCount 151175
Sample 054687 | idx 1236744 | Trade 042817547 | Candle 028822165 | Loss 0.010048 | MAE 0.089998 | MSE 0.010048 | Buy 0.0066/120 | Sell -0.0064/119 | TradesCount 7705
Sample 054688 | idx 1393156 | Trade 064854981 | Candle 028978615 | Loss 0.008778 | MAE 0.092385 | MSE 0.008778 | Buy 0.0200/80 | Sell -0.0188/80 | TradesCount 42947
Sample 054690 | idx 1332088 | Trade 056491718 | Candle 028917543 | Loss 0.478662 | MAE 0.615920 | MSE 0.478662 | Buy -0.0121/120 | Sell 0.0123/119 | TradesCount 36308
Sample 054691 | idx  395496 | Trade 013489876 | Candle 027670366 | Loss 0.032299 | MAE 0.172422 | MSE 0.032299 | Buy -0.0041/120 | Sell 0.0041/119 | TradesCount 19835
Sample 054692 | idx 1030054 | Trade 025985958 | Candle 028614276 | Loss 0.000353 | MAE 0.018514 | MSE 0.000353 | Buy 0.0044/117 | Sell -0.0051/120 | TradesCount 10191
Sample 054693 | idx  212153 | Trade 003654508 | Candle 027486316 | Loss 0.046480 | MAE 0.191731 | MSE 0.046480 | Buy -0.0001/120 | Sell 0.0001/119 | TradesCount 6756
Sample 054694 | idx 1070398 | Trade 027680196 | Candle 028655442 | Loss 0.023370 | MAE 0.139009 | MSE 0.023370 | Buy 0.0060/120 | Sell -0.0054/118 | TradesCount 10848
Sample 054696 | idx 1000869 | Trade 024660994 | Candle 028584705 | Loss 0.040992 | MAE 0.147824 | MSE 0.040992 | Buy -0.0028/119 | Sell 0.0033/120 | TradesCount 7496
Sample 054698 | idx 1582422 | Trade 169288024 | Candle 029167884 | Loss 0.025765 | MAE 0.124985 | MSE 0.025765 | Buy -0.0006/119 | Sell 0.0007/120 | TradesCount 92892
